timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
0.0,1.0352358539877216,-0.06199920531202478,9.874172559790322,0.005702823581956069,-0.010755175943269184,-0.0045108975343115905,,,
0.01,1.0263920201583643,-0.02581212961717911,9.835809942124785,-0.0032652196378679006,0.0033969898743141432,0.005888959677144742,,,
0.02,1.0233015348780607,0.046362060348401644,9.860025467112601,-0.003296462314416191,0.0008437539204124943,-0.002794413004144994,,,
0.03,1.0639225150653637,-0.012496295549312645,9.827406881822736,-0.002404647722019707,0.005112706693370151,0.001227352589655989,,,
0.04,0.9985836088918446,-0.027606677524411483,9.863265459277667,0.0028272203218203916,0.0010636630579799419,0.004154105015039414,,,
0.05,1.127082380043523,-0.03032075081923078,9.811037863546423,-0.0030688636412393886,0.0020798971128774785,0.007644861463604458,,,
0.06,1.0143026271172562,-0.052007823848126404,9.795425939215438,0.004252963939123506,0.0027162708560172113,0.004715771341525975,,,
0.07,0.9867245146355653,0.0016080661533359897,9.842484290457035,0.0020934429836450648,0.0033571438897409493,0.0031179777438734117,,,
0.08,1.0539456781535947,-0.0066210465255554275,9.851105969934498,0.004156441129192702,-0.008285779099278332,0.0004016439182134932,,,
0.09,0.9964813672853603,-0.0419438924121671,9.822892887438664,0.008474706556171979,-0.005329155578466216,0.006841391772957404,,,
0.1,0.9358565114192098,-0.026744251499288746,9.84478765325525,0.003931111656796391,0.002556132898964275,0.005966736175999627,,,
0.11,1.002563746387578,-0.03311758963322836,9.879548794062856,4.3478375591925514e-05,-0.0073784316166896095,-0.0036664360700174037,,,
0.12,0.9740273856999194,0.014858037202688202,9.843771286803527,0.004452426770338841,-0.0031362632316826716,0.0027926984553835713,,,
0.13,1.0512795196983669,-0.025467326986011923,9.85948876187787,-0.0023096297053332563,-0.0028152692328253593,9.131053000835452e-05,,,
0.14,0.9602080177205481,0.014348624039279093,9.813179882989862,0.0010624705936384373,0.0014037332945295447,0.0042326558801497206,,,
0.15,1.0532692554486394,-0.014924274225471181,9.81548508439779,0.0006014089454680048,-0.00943667216979015,-0.005235562362115437,,,
0.16,0.9538650193822799,-0.05986234138007409,9.85663871133617,-0.003527395276800304,-0.0028908127701969483,0.008496141488930327,,,
0.17,1.0021868014469286,0.026875778423354327,9.789969115999504,-2.7187789338150095e-05,-0.005750110274552907,0.0003048346204971876,,,
0.18,1.0620154068728698,-0.09636602115961744,9.858371182177292,0.002188678011661389,-0.003970749778483973,-0.005230289271942273,,,
0.19,1.0236064753856935,-0.03647463545319012,9.848283810567734,0.0011092607276172145,0.007008894456604578,0.0008032218626348787,,,
