timestamp,latitude,longitude,altitude,velocity_east,velocity_north,velocity_up,speed,heading,horizontal_accuracy,vertical_accuracy
0.0,12.971577237486008,77.59461519713183,919.9579597348347,0.0,0.0,0.0,0.0,90.0,3.0,4.5
1.0,12.97159936384487,77.59460367533647,921.4959503524005,1.0000000000000007,0.0,0.0,1.0000000000000007,90.0,3.0,4.5
2.0,12.971608852543211,77.59461321403896,924.4682247303426,2.0000000000000013,0.0,0.0,2.0000000000000013,90.0,3.0,4.5
3.0,12.9715724530465,77.59463922749305,919.6792726991698,2.99999999999998,0.0,0.0,2.99999999999998,90.0,3.0,4.5
4.0,12.971605450020943,77.5946702118221,915.5133491680026,3.9999999999999587,0.0,0.0,3.9999999999999587,90.0,3.0,4.5
5.0,12.97159428683192,77.59471944904979,921.8061691140756,4.999999999999938,0.0,0.0,4.999999999999938,90.0,3.0,4.5
6.0,12.971611766982315,77.5947584360468,916.6008848818019,5.9999999999999165,0.0,0.0,5.9999999999999165,90.0,3.0,4.5
7.0,12.971586825071588,77.59482570327572,918.9017938347533,6.999999999999895,0.0,0.0,6.999999999999895,90.0,3.0,4.5
8.0,12.9715871267457,77.59493212816852,919.1617623213679,7.999999999999874,0.0,0.0,7.999999999999874,90.0,3.0,4.5
9.0,12.971595837906415,77.59495700318995,919.6627057110891,8.999999999999853,0.0,0.0,8.999999999999853,90.0,3.0,4.5
10.0,12.971621369936841,77.59505016034326,922.5993178635836,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
11.0,12.971611071315836,77.59513938189859,918.9200680935755,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
12.0,12.97159026749268,77.595227632016,917.1744411969557,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
13.0,12.971588117909656,77.59534978985971,922.8988182703033,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
14.0,12.971594527518011,77.59543088248259,918.8709180448204,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
15.0,12.971600138006783,77.59554531753307,918.8660659175366,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
16.0,12.97160793609009,77.59562504295687,917.7777613634244,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
17.0,12.97157547773321,77.5957054727321,919.9258627183735,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
18.0,12.971606068804004,77.59580189917963,917.7525242855772,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
19.0,12.971603350707593,77.59587950076215,922.8150968663394,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
20.0,12.971592430228736,77.59598313769435,922.1847689822316,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
21.0,12.971602418866327,77.59607580472073,921.7968665156513,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
22.0,12.971587341112334,77.59616484454165,919.65444334317,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
23.0,12.97162565305844,77.59627370510474,917.2604270521551,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
24.0,12.971595019946335,77.59637311802909,920.0489312978461,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
25.0,12.971594439073252,77.59646613890939,919.3858205135912,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
26.0,12.971600506306196,77.59652591047627,920.7048859260976,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
27.0,12.97161965430526,77.59661745427583,918.3222691202536,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
28.0,12.971600351184447,77.59672599483785,922.8025463055819,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
29.0,12.971607752357114,77.59680014662499,925.4518973259255,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
30.0,12.971587781005375,77.59688348687206,924.6937503414229,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
31.0,12.971601528941337,77.59699371725563,919.2576907146722,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
32.0,12.971578112809864,77.59711059156086,922.7891424866393,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
33.0,12.971578744733064,77.59715945853485,917.5603569438681,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
34.0,12.9715903024872,77.59727027033713,918.2659286875278,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
35.0,12.97158764489893,77.59735137042007,917.9080897942185,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
36.0,12.97159136349868,77.59745959615745,914.0108486190438,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
37.0,12.971610142943808,77.59754798700578,919.3806862663478,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
38.0,12.971610082643636,77.59762323054971,916.9202114762738,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
39.0,12.971599684855976,77.59772837138858,922.4371357401833,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
40.0,12.971603212312091,77.59783295253916,922.1034850273281,9.999999999999831,0.0,0.0,9.999999999999831,90.0,3.0,4.5
41.0,12.971619161903769,77.59790108109195,913.1137240827084,9.987502603949494,-0.4997916927067752,0.0,9.999999999999831,92.86478897565412,3.0,4.5
42.0,12.971579587581516,77.59802870851615,920.8662518747151,9.950041652780088,-0.9983341664682654,0.0,9.999999999999831,95.72957795130824,3.0,4.5
43.0,12.97158735131917,77.59812042408679,920.8493785439059,9.887710779360255,-1.494381324735968,0.0,9.999999999999831,98.59436692696235,3.0,4.5
44.0,12.971543970808634,77.5982031207128,917.0196036947891,9.80066577841225,-1.98669330795058,0.0,9.999999999999831,101.45915590261647,3.0,4.5
45.0,12.97154121408842,77.5982847229574,919.308709920384,9.689124217106285,-2.4740395925451892,0.0,9.999999999999831,104.3239448782706,3.0,4.5
46.0,12.971534984226812,77.59838677798088,917.9415825419128,9.553364891255898,-2.9552020666133476,0.0,9.999999999999831,107.18873385392472,3.0,4.5
47.0,12.971469331607793,77.5984631067011,916.439945503138,9.39372712847363,-3.4289780745544576,0.0,9.999999999999831,110.05352282957882,3.0,4.5
48.0,12.971456741040033,77.59853039797255,918.544894663617,9.210609940028695,-3.894183423086442,0.0,9.999999999999831,112.91831180523295,3.0,4.5
49.0,12.971420009535702,77.5986329317656,922.5217402996495,9.004471023526616,-4.349655341112232,0.0,9.999999999999831,115.78310078088705,3.0,4.5
50.0,12.971364828069328,77.59871619116672,922.0420935153961,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
51.0,12.971341154643119,77.59877760892634,918.9085204480216,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
52.0,12.971302157539675,77.59888870029327,918.4586624391377,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
53.0,12.971293235638356,77.59894593556959,917.1803781222552,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
54.0,12.971196486855193,77.59902219177809,917.410604795441,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
55.0,12.971160779857012,77.59909844598997,921.0910590514541,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
56.0,12.971112124072484,77.59917186595725,918.2105467868969,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
57.0,12.971089090451493,77.59925858155904,918.298996093683,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
58.0,12.971044192197757,77.59933669443657,922.8362936805934,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
59.0,12.9709761736795,77.59943979072753,919.3972483640537,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
60.0,12.970944928303323,77.59950832201035,921.633443588391,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
61.0,12.970902218506922,77.59959790277591,918.8690805276856,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
62.0,12.970863927411116,77.59968831717434,915.8884893208742,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
63.0,12.970811108911585,77.5997353680499,922.2089497372508,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
64.0,12.970782615702854,77.59985699562556,919.6871451558545,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
65.0,12.970719146609012,77.59994199090109,919.2597823422402,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
66.0,12.970680929062153,77.59998297296211,918.0886821914464,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
67.0,12.970660458445023,77.60010474433932,920.1711942134425,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
68.0,12.970590755958183,77.6001708176651,914.3221559459344,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
69.0,12.970565757037946,77.60023469022956,921.0161843281239,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
70.0,12.970522310566876,77.60032068444782,918.9719599187374,8.775825618903577,-4.794255386041952,0.0,9.999999999999831,118.64788975654119,3.0,4.5
71.0,12.97048112549754,77.60038719285666,918.6555158365518,7.898243057013223,-4.314829847437759,0.0,8.999999999999853,118.64788975654119,3.0,4.5
72.0,12.970407163274565,77.60048594562427,918.7518705530092,7.020660495122869,-3.835404308833566,0.0,7.999999999999874,118.64788975654119,3.0,4.5
